doc_id	citeulike_id	type	journal	booktitle	series	publisher	pages	volume	number	year	month	postedat	address	title	abstract
1165	748961	article	plos comput biol	\N	\N	public library of science	\N	2	7	2006	jul	2006-07-10 12:22:42	\N	identification of {genome-scale} metabolic network models using experimentally measured flux profiles	genome-scale metabolic network models can be reconstructed for well-characterized organisms using genomic annotation and literature information. however, there are many instances in which model predictions of metabolic fluxes are not entirely consistent with experimental data, indicating that the reactions in the model do not match the active reactions in the in vivo system. we introduce a method for determining the active reactions in a genome-scale metabolic network based on a limited number of experimentally measured fluxes. this method, called optimal metabolic network identification ({omni}), allows efficient identification of the set of reactions that results in the best agreement between in silico predicted and experimentally measured flux distributions. we applied the method to intracellular flux data for evolved escherichia coli mutant strains with lower than predicted growth rates in order to identify reactions that act as flux bottlenecks in these strains. the expression of the genes corresponding to these bottleneck reactions was often found to be downregulated in the evolved strains relative to the wild-type strain. we also demonstrate the ability of the {omni} method to diagnose problems in e. coli strains engineered for metabolite overproduction that have not reached their predicted production potential. the {omni} method applied to flux data for evolved strains can be used to provide insights into mechanisms that limit the ability of microbial strains to evolve towards their predicted optimal growth phenotypes. when applied to industrial production strains, the {omni} method can also be used to suggest metabolic engineering strategies to improve byproduct secretion. in addition to these applications, the method should prove to be useful in general for reconstructing metabolic networks of ill-characterized microbial organisms based on limited amounts of experimental data. one of the major uses of in silico models in biology is to identify discrepancies between model predictions and experimental data and use these discrepancies to drive discovery of novel biological mechanisms. however, models only allow for identification of the discrepancies; they do not necessarily provide any assistance in discovering what are the missing or incorrect functionalities in the model that cause these discrepancies. herrg\\r{a}rd et al. describe a new in silico method, optimal metabolic network identification, or {omni}, that performs this discovery process in an efficient and systematic manner for genome-scale metabolic networks. given a preliminary metabolic network model and experimentally determined metabolic flux data, {omni} finds the changes that need to be made to the model so that its predictions match the experimental data as well as possible. herrg\\r{a}rd et al. apply the method to identify metabolic bottlenecks in experimentally evolved escherichia coli strains and to diagnose problems in strains designed through metabolic engineering strategies to overproduce specific desirable byproducts. the {omni} method can also be adapted to number of other settings, including identification of novel biochemical pathways in ill-characterized organisms based on limited amounts of experimental data.
1166	750011	article	genetics	\N	\N	genetics society of america	14	151	4	1999	apr	2006-07-11 06:07:08	\N	preservation of duplicate genes by complementary, degenerative mutations.	the origin of organismal complexity is generally thought to be tightly coupled to the evolution of new gene functions arising subsequent to gene duplication. under the classical model for the evolution of duplicate genes, one member of the duplicated pair usually degenerates within a few million years by accumulating deleterious mutations, while the other duplicate retains the original function. this model further predicts that on rare occasions, one duplicate may acquire a new adaptive function, resulting in the preservation of both members of the pair, one with the new function and the other retaining the old. however, empirical data suggest that a much greater proportion of gene duplicates is preserved than predicted by the classical model. here we present a new conceptual framework for understanding the evolution of duplicate genes that may help explain this conundrum. focusing on the regulatory complexity of eukaryotic genes, we show how complementary degenerative mutations in different regulatory elements of duplicated genes can facilitate the preservation of both duplicates, thereby increasing long-term opportunities for the evolution of new gene functions. the duplication-degeneration-complementation ({ddc}) model predicts that (1) degenerative mutations in regulatory elements can increase rather than reduce the probability of duplicate gene preservation and (2) the usual mechanism of duplicate gene preservation is the partitioning of ancestral functions rather than the evolution of new functions. we present several examples (including analysis of a new engrailed gene in zebrafish) that appear to be consistent with the {ddc} model, and we suggest several analytical and experimental approaches for determining whether the complementary loss of gene subfunctions or the acquisition of novel functions are likely to be the primary mechanisms for the preservation of gene duplicates. for a newly duplicated paralog, survival depends on the outcome of the race between entropic decay and chance acquisition of an advantageous regulatory mutation. sidow 1996(p. 717) on one hand, it may fix an advantageous allele giving it a slightly different, and selectable, function from its original copy. this initial fixation provides substantial protection against future fixation of null mutations, allowing additional mutations to accumulate that refine functional differentiation. alternatively, a duplicate locus can instead first fix a null allele, becoming a pseudogene. walsh 1995 (p. 426) duplicated genes persist only if mutations create new and essential protein functions, an event that is predicted to occur rarely. nadeau and sankoff 1997 (p. 1259) thus overall, with complex metazoans, the major mechanism for retention of ancient gene duplicates would appear to have been the acquisition of novel expression sites for developmental genes, with its accompanying opportunity for new gene roles underlying the progressive extension of development itself. cooke et al. 1997 (p. 362)
1167	753025	article	\N	\N	\N	\N	\N	\N	\N	2003	\N	2006-07-11 19:55:04	\N	web metasearch: rank vs. score based rank aggregation methods	given a set of rankings, the task of ranking fusion is the problem of combining these lists in such a way to optimize the performance of the combination. the ranking fusion problem is encountered in many situations and, e.g., metasearch is a prominent one. it deals with the problem of combining the result lists returned by multiple search engines in response to a given query, where each item in a result list is ordered with respect to a search engine and a relevance score. several ranking...
1168	753171	article	bmc public health	\N	\N	biomed central ltd	\N	6	1	2006	apr	2006-07-12 01:10:49	preventive and behavioral medicine, university of massachusetts medical school, worcester, ma, usa. nancy.lapelle@umassmed.edu	identifying strategies to improve access to credible and relevant information for public health professionals: a qualitative study	movement towards evidence-based practices in many fields suggests that public health ({ph}) challenges may be better addressed if credible information about health risks and effective {ph} practices is readily available. however, research has shown that many {ph} information needs are unmet. in addition to reviewing relevant literature, this study performed a comprehensive review of existing information resources and collected data from two representative {ph} groups, focusing on identifying current practices, expressed information needs, and ideal systems for information access.
1169	754255	article	science	\N	\N	\N	1	309	5732	2005	jul	2006-07-12 03:46:29	hubrecht laboratory, centre for biomedical genetics, 3584 ct utrecht, the netherlands.	{microrna} expression in zebrafish embryonic development	{micrornas} ({mirnas}) are small noncoding {rnas}, about 21 nucleotides in length, that can regulate gene expression by base-pairing to partially complementary {mrnas}. regulation by {mirnas} can play essential roles in embryonic development. we determined the temporal and spatial expression patterns of 115 conserved vertebrate {mirnas} in zebrafish embryos by microarrays and by in situ hybridizations, using locked-nucleic acid-modified oligonucleotide probes. most {mirnas} were expressed in a highly tissue-specific manner during segmentation and later stages, but not early in development, which suggests that their role is not in tissue fate establishment but in differentiation or maintenance of tissue identity. 10.1126/science.1114519
1170	754945	book	\N	\N	\N	cambridge university press	\N	\N	\N	2005	may	2006-07-12 16:13:58	\N	microeconometrics : methods and applications	the authors provide a comprehensive text on microeconometrics, the analysis of individual-level data on the economic behaviour of individuals or firms using regression methods for cross section and panel data.
1171	756195	inproceedings	\N	proceedings of the 5th acm/ieee-cs joint conference on digital libraries	jcdl	acm	1	\N	\N	2005	\N	2006-07-13 05:37:06	new york, ny, usa	link prediction approach to collaborative filtering	recommender systems can provide valuable services in a digital library environment, as demonstrated by its commercial success in book, movie, and music industries. one of the most commonly-used and successful recommendation algorithms is collaborative filtering, which explores the correlations within user-item interactions to infer user interests and preferences. however, the recommendation quality of collaborative filtering approaches is greatly limited by the data sparsity problem. to alleviate this problem we have previously proposed graph-based algorithms to explore transitive user-item associations. in this paper, we extend the idea of analyzing user-item interactions as graphs and employ link prediction approaches proposed in the recent network modeling literature for making collaborative filtering recommendations. we have adapted a wide range of linkage measures for making recommendations. our preliminary experimental results based on a book recommendation dataset show that some of these measures achieved significantly better performance than standard collaborative filtering algorithms.
1172	759594	article	international journal of computer vision	\N	\N	springer netherlands	21	48	3	2002	jul	2006-07-15 04:43:40	\N	{multi-frame} correspondence estimation using subspace constraints	when a rigid scene is imaged by a moving camera, the set of all displacements of all points across multiple frames often resides in a low-dimensional linear subspace. linear subspace constraints have been used successfully in the past for recovering 3d structure and 3d motion information from multiple frames (e.g., by using the factorization method of tomasi and kanade (1992, international journal of computer vision, 9:137‚Äì154)). these methods assume that the 2d correspondences have been precomputed. however, correspondence estimation is a fundamental problem in motion analysis. in this paper we show how the multi-frame subspace constraints can be used for constraining the 2d correspondence estimation process itself. we show that the multi-frame subspace constraints are valid not only for affine cameras, but also for a variety of imaging models, scene models, and motion models. the multi-frame subspace constraints are first translated from constraints on correspondences to constraints directly on image measurements (e.g., image brightness quantities). these brightness-based subspace constraints are then used for estimating the correspondences, by requiring that all corresponding points across all video frames reside in the appropriate low-dimensional linear subspace. the multi-frame subspace constraints are geometrically meaningful, and are {not} violated at depth discontinuities, nor when the camera-motion changes abruptly. these constraints can therefore replace {heuristic} constraints commonly used in optical-flow estimation, such as spatial or temporal smoothness.
1173	761824	book	\N	\N	\N	hyperion	\N	\N	\N	2006	jul	2006-07-17 12:47:38	\N	the long tail : why the future of business is selling less of more	examines the rise of the niche in today's economy, thanks to a breakdown in the barrier between supply and demand and the increasing availability of everything to everyone, and assesses the implications of this new economic model for business.
1174	765744	article	genome biology	\N	\N	\N	\N	7	7	2006	jul	2006-08-13 20:20:42	\N	shuffling of cis-regulatory elements is a pervasive feature of the vertebrate lineage	{background}: all vertebrates share a remarkable degree of similarity in their development as well as in the basic functions of their cells. despite this, attempts at unearthing genome-wide regulatory elements conserved throughout the vertebrate lineage using {blast}-like approaches have thus far detected noncoding conservation in only a few hundred genes, mostly associated with regulation of transcription and development. {results}: we used a unique combination of tools to obtain regional global-local alignments of orthologous loci. this approach takes into account shuffling of regulatory regions that are likely to occur over evolutionary distances greater than those separating mammalian genomes. this approach revealed one order of magnitude more vertebrate conserved elements than was previously reported in over 2,000 genes, including a high number of genes found in the membrane and extracellular regions. our analysis revealed that 72\\% of the elements identified have undergone shuffling. we tested the ability of the elements identified to enhance transcription in zebrafish embryos and compared their activity with a set of control fragments. we found that more than 80\\% of the elements tested were able to enhance transcription significantly, prevalently in a tissue-restricted manner corresponding to the expression domain of the neighboring gene. {conclusion}: our work elucidates the importance of shuffling in the detection of cis-regulatory elements. it also elucidates how similarities across the vertebrate lineage, which go well beyond development, can be explained not only within the realm of coding genes but also in that of the sequences that ultimately govern their expression.
1175	768502	article	trends genet	\N	\N	\N	6	19	\N	2003	\N	2006-07-21 16:50:18	\N	{genomic clocks and evolutionary timescales}	for decades, molecular clocks have helped to illuminate the evolutionary timescale of life, but now genomic data pose a challenge for time estimation methods. it is unclear how to integrate data from many genes, each potentially evolving under a different model of substitution and at a different rate. current methods can be grouped by the way the data are handled (genes considered separately or combined into a ‚Äòsupergene‚Äô) and the way gene-specific rate models are applied (global versus local clock). there are advantages and disadvantages to each of these approaches, and the optimal method has not yet emerged. fortunately, time estimates inferred using many genes or proteins have greater precision and appear to be robust to different approaches.
1176	768516	misc	\N	\N	\N	\N	\N	\N	\N	2002	\N	2006-07-21 16:54:22	\N	an energy-efficient {mac} protocol for wireless sensor networks	this paper proposes {s-mac
1177	768767	article	american journal of human genetics	\N	\N	\N	15	78	4	2006	apr	2008-10-06 20:27:47	department of statistics, university of washington, seattle, 98195-4322, usa. pscheet@alum.wustl.edu	a fast and flexible statistical model for large-scale population genotype data: applications to inferring missing genotypes and haplotypic phase.	we present a statistical model for patterns of genetic variation in samples of unrelated individuals from natural populations. this model is based on the idea that, over short regions, haplotypes in a population tend to cluster into groups of similar haplotypes. to capture the fact that, because of recombination, this clustering tends to be local in nature, our model allows cluster memberships to change continuously along the chromosome according to a hidden markov model. this approach is flexible, allowing for both "block-like" patterns of linkage disequilibrium ({ld}) and gradual decline in {ld} with distance. the resulting model is also fast and, as a result, is practicable for large data sets (e.g., thousands of individuals typed at hundreds of thousands of markers). we illustrate the utility of the model by applying it to dense single-nucleotide-polymorphism genotype data for the tasks of imputing missing genotypes and estimating haplotypic phase. for imputing missing genotypes, methods based on this model are as accurate or more accurate than existing methods. for haplotype estimation, the point estimates are slightly less accurate than those from the best existing methods (e.g., for unrelated centre {d'etude} du polymorphisme humain individuals from the {hapmap} project, switch error was 0.055 for our method vs. 0.051 for {phase}) but require a small fraction of the computational cost. in addition, we demonstrate that the model accurately reflects uncertainty in its estimates, in that probabilities computed using the model are approximately well calibrated. the methods described in this article are implemented in a software package, {fastphase}, which is available from the stephens lab web site.
1178	769669	article	science	science	\N	american association for the advancement of science	3	308	5725	2005	may	2006-07-22 07:13:53	\N	deterministic coupling of single quantum dots to single nanocavity modes	we demonstrate a deterministic approach to the implementation of solid-state cavity quantum electrodynamics ({qed}) systems based on a precise spatial and spectral overlap between a single self-assembled quantum dot and a photonic crystal membrane nanocavity. by fine-tuning nanocavity modes with a high quality factor into resonance with any given quantum dot exciton, we observed clear signatures of cavity {qed} (such as the purcell effect) in all fabricated structures. this approach removes the major hindrances that had limited the application of solid-state cavity {qed} and enables the realization of experiments previously proposed in the context of quantum information processing.
1179	772702	article	annual review of microbiology	\N	\N	\N	34	55	1	2001	\N	2006-07-25 12:59:25	\N	quorum sensing in bacteria	‚ñ™ abstract‚ÄÇ quorum sensing is the regulation of gene expression in response to fluctuations in cell-population density. quorum sensing bacteria produce and release chemical signal molecules called autoinducers that increase in concentration as a function of cell density. the detection of a minimal threshold stimulatory concentration of an autoinducer leads to an alteration in gene expression. gram-positive and gram-negative bacteria use quorum sensing communication circuits to regulate a diverse array of physiological activities. these processes include symbiosis, virulence, competence, conjugation, antibiotic production, motility, sporulation, and biofilm formation. in general, gram-negative bacteria use acylated homoserine lactones as autoinducers, and gram-positive bacteria use processed oligo-peptides to communicate. recent advances in the field indicate that cell-cell communication via autoinducers occurs both within and between bacterial species. furthermore, there is mounting data suggesting that bacterial autoinducers elicit specific responses from host organisms. although the nature of the chemical signals, the signal relay mechanisms, and the target genes controlled by bacterial quorum sensing systems differ, in every case the ability to communicate with one another allows bacteria to coordinate the gene expression, and therefore the behavior, of the entire community. presumably, this process bestows upon bacteria some of the qualities of higher organisms. the evolution of quorum sensing systems in bacteria could, therefore, have been one of the early steps in the development of multicellularity.
1180	774482	article	nature neuroscience	\N	\N	nature publishing group	6	9	8	2006	aug	2006-07-31 20:15:15	\N	midbrain dopamine neurons encode decisions for future action.	current models of the basal ganglia and dopamine neurons emphasize their role in reinforcement learning. however, the role of dopamine neurons in decision making is still unclear. we recorded from dopamine neurons in monkeys engaged in two types of trial: reference trials in an instructed-choice task and decision trials in a two-armed bandit decision task. we show that the activity of dopamine neurons in the decision setting is modulated according to the value of the upcoming action. moreover, analysis of the probability matching strategy in the decision trials revealed that the dopamine population activity and not the reward during reference trials determines choice behavior. because dopamine neurons do not have spatial or motor properties, we conclude that immediate decisions are likely to be generated elsewhere and conveyed to the dopamine neurons, which play a role in shaping long-term decision policy through dynamic modulation of the efficacy of basal ganglia synapses.
1181	776652	article	bioinformatics	\N	\N	\N	9	22	14	2006	\N	2006-07-27 21:07:04	\N	{on counting position weight matrix matches in a sequence, with application to discriminative motif finding}	motivation and results: the position weight matrix ({pwm}) is a popular method to model transcription factor binding sites. a fundamental problem in cis-regulatory analysis is to "count" the occurrences of a {pwm} in a {dna} sequence. we propose a novel probabilistic score to solve this problem of counting {pwm} occurrences. the proposed score has two important properties: (1) it gives appropriate weights to both strong and weak occurrences of the {pwm}, without using thresholds. (2) for any given {pwm}, this score can be computed while allowing for occurrences of other, a priori known {pwms}, in a statistically sound framework. additionally, the score is efficiently differentiable with respect to the {pwm} parameters, which has important consequences for designing search algorithms. the second problem we address is to find, ab initio, {pwms} that have high counts in one set of sequences, and low counts in another. we develop a novel algorithm to solve this "discriminative motif-finding problem", using the proposed score for counting a {pwm} in the sequences. the algorithm is a local search technique that exploits derivative information on an objective function to enhance speed and performance. it is extensively tested on synthetic data, and shown to perform better than other discriminative as well as non-discriminative {pwm} finding algorithms. it is then applied to cis-regulatory modules involved in development of the fruitfly embryo, to elicit known and novel motifs. we finally use the algorithm on genes predictive of social behavior in the honey bee, and find interesting motifs. availability: the program is available upon request from the author. contact: sinhas@cs.uiuc.edu
1182	778023	article	science	\N	\N	american association for the advancement of science	3	313	5786	2006	jul	2006-07-28 16:18:56	\N	reducing the dimensionality of data with neural networks	high-dimensional data can be converted to low-dimensional codes by training a multilayer neural network with a small central layer to reconstruct high-dimensional input vectors. gradient descent can be used for fine-tuning the weights in such "autoencoder" networks, but this works well only if the initial weights are close to a good solution. we describe an effective way of initializing the weights that allows deep autoencoder networks to learn low-dimensional codes that work much better than principal components analysis as a tool to reduce the dimensionality of data.
1183	781534	article	strat. mgmt. j.	\N	\N	john wiley \\& sons, ltd.	23	21	4	2000	apr	2006-08-01 10:52:21	the robert h. smith school of business, the university of maryland, college park, maryland, u.s.a.; the amos tuck school of business, dartmouth college, hanover, new hampshire, u.s.a.	knowledge flows within multinational corporations	pursuing a nodal (i.e., subsidiary) level of analysis, this paper advances and tests an overarching theoretical framework pertaining to intracorporate knowledge transfers within multinational corporations ({mncs}). we predicted that (i) knowledge outflows from a subsidiary would be positively associated with value of the subsidiary's knowledge stock, its motivational disposition to share knowledge, and the richness of transmission channels; and (ii) knowledge inflows into a subsidiary would be positively associated with richness of transmission channels, motivational disposition to acquire knowledge, and the capacity to absorb the incoming knowledge. these predictions were tested empirically with data from 374 subsidiaries within 75 {mncs} headquartered in the {u.s}., europe, and japan. except for our predictions regarding the impact of source unit's motivational disposition on knowledge outflows, the data provide either full or partial support to all of the other elements of our theoretical framework. copyright {\\copyright} 2000 john wiley \\& sons, ltd.
1184	781872	article	reviews of modern physics	\N	\N	american physical society	38	76	4	2005	feb	2008-07-15 18:44:20	\N	decoherence, the measurement problem, and interpretations of quantum mechanics	environment-induced decoherence and superselection have been a subject of intensive research over the past two decades, yet their implications for the foundational problems of quantum mechanics, most notably the quantum measurement problem, have remained a matter of great controversy. this paper is intended to clarify key features of the decoherence program, including its more recent results, and to investigate their application and consequences in the context of the main interpretive approaches of quantum mechanics.
1185	781890	article	rev. mod. phys.	\N	\N	american physical society	8	71	2	1999	mar	2006-09-07 14:20:36	\N	scaling, universality, and renormalization: three pillars of modern critical phenomena	this brief overview is designed to introduce some of the advances that have occurred in our understanding of phase transitions and critical phenomena. the presentation is organized around three simple questions: (i) what are the basic phenomena under consideration? (ii) why do we care? (iii) what do we actually do? to answer the third question, the author shall briefly review scaling, universality, and renormalization, three of the many important themes which have served to provide the framework of much of our current understanding of critical phenomena. the style is that of a colloquium, not that of a mini-review article.
1186	787025	article	qualitative research	\N	\N	\N	16	6	1	2006	\N	2006-08-05 23:01:34	\N	{integrating quantitative and qualitative research: how is it done?}	this article seeks to move beyond typologies of the ways in which quantitative and qualitative research are integrated to an examination of the ways that they are combined in practice. the article is based on a content analysis of 232 social science articles in which the two were combined. an examination of the research methods and research designs employed suggests that on the quantitative side structured interview and questionnaire research within a cross-sectional design tends to predominate, while on the qualitative side the semi-structured interview within a cross-sectional design tends to predominate. an examination of the rationales that are given for employing a mixed-methods research approach and the ways it is used in practice indicates that the two do not always correspond. the implications of this finding for how we think about mixed-methods research are outlined.
1187	789655	article	bmc bioinformatics	\N	\N	\N	\N	7	1	2006	aug	2006-08-10 19:59:05	\N	automatic document classification of biological literature	{background}:document classification is a wide-spread problem with many applications, from organizing search engine snippets to spam filtering. we previously described textpresso, a text-mining system for biological literature, which marks up full text according to a shallow ontology that includes terms of biological interest. this project investigates document classification in the context of biological literature, making use of the textpresso markup of a corpus of caenorhabditis elegans {literature.results}:we present a two-step text categorization algorithm to classify a corpus of c. elegans papers. our classification method first uses a support vector machine-trained classifier, followed by a novel, phrase-based clustering algorithm. this clustering step autonomously creates cluster labels that are descriptive and understandable by humans. this clustering engine performed better on a standard test-set (reuters 21578) compared to previously published results (f-value of 0.55 vs. 0.49), while producing cluster descriptions that appear more useful. a web interface allows researchers to quickly navigate through the hierarchy and look for documents that belong to a specific {concept.conclusion}:we have demonstrated a simple method to classify biological documents that embodies an improvement over current methods. while the classification results are currently optimized for caenorhabditis elegans papers by human-created rules, the classification engine can be adapted to different types of documents. we have demonstrated this by presenting a web interface that allows researchers to quickly navigate through the hierarchy and look for documents that belong to a specific concept.
1188	791438	article	proceedings of the national academy of sciences	\N	\N	national academy of sciences	5	103	32	2006	aug	2006-08-09 21:03:53	josephine bay paul center, marine biological laboratory at woods hole, 7 mbl street, woods hole, ma 02543.	microbial diversity in the deep sea and the underexplored  î rare biosphereî	the evolution of marine microbes over billions of years predicts that the composition of microbial communities should be much greater than the published estimates of a few thousand distinct kinds of microbes per liter of seawater. by adopting a massively parallel tag sequencing strategy, we show that bacterial communities of deep water masses of the north atlantic and diffuse flow hydrothermal vents are one to two orders of magnitude more complex than previously reported for any microbial environment. a relatively small number of different populations dominate all samples, but thousands of low-abundance populations account for most of the observed phylogenetic diversity. this  î rare biosphereî is very ancient and may represent a nearly inexhaustible source of genomic innovation. members of the rare biosphere are highly divergent from each other and, at different times in earth's history, may have had a profound impact on shaping planetary processes.
1189	796286	article	curr opin chem biol	\N	\N	\N	5	5	1	2001	feb	2006-08-10 17:39:32	department of biochemistry and molecular biophysics, howard hughes medical institute, columbia university, 630 west 168th street, new york, ny 10032, usa.	protein structure prediction.	the prediction of protein structure, based primarily on sequence and structure homology, has become an increasingly important activity. homology models have become more accurate and their range of applicability has increased. progress has come, in part, from the flood of sequence and structure information that has appeared over the past few years, and also from improvements in analysis tools. these include profile methods for sequence searches, the use of three-dimensional structure information in sequence alignment and new homology modeling tools, specifically in the prediction of loop and side-chain conformations. there have also been important advances in understanding the physical chemical basis of protein stability and the corresponding use of physical chemical potential functions to identify correctly folded from incorrectly folded protein conformations.
1190	797020	article	science	\N	\N	american association for the advancement of science	3	312	5781	2006	jun	2008-01-25 17:50:20	school of physics and astronomy, university of st andrews, north haugh, st andrews ky16 9ss, scotland. ulf@st-andrews.ac.uk	optical conformal mapping	an invisibility device should guide light around an object as if nothing were there, regardless of where the light comes from. ideal invisibility devices are impossible, owing to the wave nature of light. this study develops a general recipe for the design of media that create perfect invisibility within the accuracy of geometrical optics. the imperfections of invisibility can be made arbitrarily small to hide objects that are much larger than the wavelength. with the use of modern metamaterials, practical demonstrations of such devices may be possible. the method developed here can also be applied to escape detection by other electromagnetic waves or sound.
1191	797379	article	genome research	\N	\N	\N	10	16	6	2006	jun	2006-08-11 20:02:27	department of human genetics, university of chicago, chicago, illinois 60637, usa. kteshima@uchicago.edu	how reliable are empirical genomic scans for selective sweeps?	10.1101/gr.5105206 the beneficial substitution of an allele shapes patterns of genetic variation at linked sites. thus, in principle, adaptations can be mapped by looking for the signature of directional selection in polymorphism data. in practice, such efforts are hampered by the need for an accurate characterization of the demographic history of the species and of the effects of positive selection. in an attempt to circumvent these difficulties, researchers are increasingly taking a purely empirical approach, in which a large number of genomic regions are ordered by summaries of the polymorphism data, and loci with extreme values are considered to be likely targets of positive selection. we evaluated the reliability of the  î empiricalî approach, focusing on applications to human data and to maize. to do so, we considered a coalescent model of directional selection in a sensible demographic setting, allowing for selection on standing variation as well as on a new mutation. our simulations suggest that while empirical approaches will identify several interesting candidates, they will also miss manyóin some cases, mostóloci of interest. the extent of the trade-off depends on the mode of positive selection and the demographic history of the population. specifically, the false-discovery rate is higher when directional selection involves a recessive rather than a co-dominant allele, when it acts on a previously neutral rather than a new allele, and when the population has experienced a population bottleneck rather than maintained a constant size. one implication of these results is that, insofar as attributes of the beneficial mutation (e.g., the dominance coefficient) affect the power to detect targets of selection, genomic scans will yield an unrepresentative subset of loci that contribute to adaptations.
1192	800904	inproceedings	\N	cvpr	\N	ieee computer society	9	1	\N	2006	jun	2006-08-14 15:34:39	washington, dc, usa	a comparison and evaluation of {multi-view} stereo reconstruction algorithms	this paper presents a quantitative comparison of several multi-view stereo reconstruction algorithms. until now, the lack of suitable calibrated multi-view image datasets with known ground truth ({3d} shape models) has prevented such direct comparisons. in this paper, we first survey multi-view stereo algorithms and compare them qualitatively using a taxonomy that differentiates their key properties. we then describe our process for acquiring and calibrating multiview image datasets with high-accuracy ground truth and introduce our evaluation methodology. finally, we present the results of our quantitative comparison of state-of-the-art multi-view stereo reconstruction algorithms on six benchmark datasets. the datasets, evaluation details, and instructions for submitting new models are available online at http://vision.middlebury.edu/mview.
1193	801335	inproceedings	\N	proceedings of 18th international conference on machine learning (icml-01)	\N	\N	7	\N	\N	2001	\N	2006-08-14 20:35:16	\N	constrained k-means clustering with background knowledge	clustering is traditionally viewed as an unsupervised method for data analysis. however, in some cases information about the problem domain is available in addition to the data instances themselves. in this paper, we demonstrate how the popular k-means clustering algorithm can be pro tably modi- ed to make use of this information. in experiments with arti cial constraints on six data sets, we observe improvements in clustering accuracy. we also apply this method to the real-world problem of...
1194	801860	article	nature	\N	\N	\N	4	431	7006	2004	sep	2006-08-15 11:48:14	\N	revealing the world of {rna} interference.	the recent discoveries of {rna} interference and related {rna} silencing pathways have revolutionized our understanding of gene regulation. {rna} interference has been used as a research tool to control the expression of specific genes in numerous experimental organisms and has potential as a therapeutic strategy to reduce the expression of problem genes. at the heart of {rna} interference lies a remarkable {rna} processing mechanism that is now known to underlie many distinct biological phenomena.
1195	802360	inproceedings	autonomic computing, 2006. icac '06. ieee international conference on	\N	\N	\N	9	\N	\N	2006	\N	2006-08-15 20:33:22	\N	autonomic live adaptation of virtual computational environments in a {multi-domain} infrastructure	a shared distributed infrastructure is formed by federating computation resources from multiple domains. such shared infrastructures are increasing in popularity and are providing massive amounts of aggregated computation resources to large numbers of users. meanwhile, virtualization technologies, at machine and network levels, are maturing and enabling mutually isolated virtual computation environments for executing arbitrary parallel/distributed applications on top of such a shared physical infrastructure. in this paper; we go one step further by supporting autonomic adaptation of virtual computation environments as active, integrated entities. more specifically, driven by both dynamic availability of infrastructure resources and dynamic application resource demand, a virtual computation environment is able to automatically relocate itself across the infrastructure and scale its share of infrastructural resources. such autonomic adaptation is transparent to both users of virtual environments and administrators of infrastructures, maintaining the look and feel of a stable, dedicated environment for the user as our proof-of-concept, we present the design, implementation and evaluation of a system called {violin}, which is composed of a virtual network of virtual machines capable of live migration across a multi-domain physical infrastructure.
1196	804369	article	ethnographic praxis in industry conference proceedings	\N	\N	\N	6	2005	1	2005	\N	2006-08-17 18:33:19	\N	accelerating collaboration with social tools	as more and more corporate ethnographic work is crossing international borders, we are increasingly collaborating with teams that are spread across the globe. as a result, we need tools that enable us to work across boundaries. since early 2004, the authors have been collaborating on a research project developed by an american company seeking to develop solutions specific to the indian market. one of us, an indian sociologist, led a team of ethnographers in india, while the other, an american anthropologist, managed research and analysis for concept development in the {us}. while all of the {us} -based team members spent time in the field in india during the project, integrating the teams into the same "brainspace" was a challenge. this paper describes how we used social tools to enable each set of team members to understand the work being done on the other side of the world.
1197	808558	article	cell	\N	\N	\N	7	124	4	2006	feb	2006-08-20 00:57:07	\N	the evolution of adaptive immune systems	a clonally diverse anticipatory repertoire in which each lymphocyte bears a unique antigen receptor is the central feature of the adaptive immune system that evolved in our vertebrate ancestors. the survival advantage gained through adding this type of adaptive immune system to a pre-existing innate immune system led to the evolution of alternative ways for lymphocytes to generate diverse antigen receptors for use in recognizing and repelling pathogen invaders. all jawed vertebrates assemble their antigen-receptor genes through recombinatorial rearrangement of different immunoglobulin or t cell receptor gene segments. the surviving jawless vertebrates, lampreys and hagfish, instead solved the receptor diversification problem by the recombinatorial assembly of leucine-rich-repeat genetic modules to encode variable lymphocyte receptors. the convergent evolution of these remarkably different adaptive immune systems involved innovative genetic modification of innate-immune-system components.
1198	808574	electronic	\N	\N	\N	\N	\N	\N	\N	2002	dec	2006-08-20 04:35:55	\N	discrete mathematics: methods and challenges	combinatorics is a fundamental mathematical discipline as well as an essential component of many mathematical areas, and its study has experienced an impressive growth in recent years. one of the main reasons for this growth is the tight connection between discrete mathematics and theoretical computer science, and the rapid development of the latter. while in the past many of the basic combinatorial results were obtained mainly by ingenuity and detailed reasoning, the modern theory has grown out of this early stage, and often relies on deep, well developed tools. this is a survey of two of the main general techniques that played a crucial role in the development of modern combinatorics; algebraic methods and probabilistic methods. both will be illustrated by examples, focusing on the basic ideas and the connection to other areas.
